Latitude,Longitude,Community Areas,Area(unit)
41.864413899999995,-87.703475,North Lawndale,89487422.0244
41.839177500000005,-87.61713859999999,Douglas,46004621.137
41.8664877,-87.7007836,North Lawndale,89487422.0244
41.8624815,-87.7066594,North Lawndale,89487422.0244
41.851411999999996,-87.71400600000001,Little Village,127998297.819
41.850164899999996,-87.707459,Little Village,127998297.819
41.8499075,-87.70892740000001,Little Village,127998297.819
41.8516604,-87.71072120000001,Little Village,127998297.819
41.847968,-87.708435,Little Village,127998297.819
41.9286422,-87.7387702,Hermosa,32602059.4055
41.9280334,-87.7353427,Hermosa,32602059.4055
41.9262056,-87.73592959999999,Hermosa,32602059.4055
41.927162,-87.73504799999999,Hermosa,32602059.4055
41.916541200000005,-87.7363045,Hermosa,32602059.4055
41.9260093,-87.73540240000001,Hermosa,32602059.4055
41.9116539,-87.7325115,Humboldt Park,125010425.593
41.9108721,-87.73615500000001,Humboldt Park,125010425.593
41.9098367,-87.73519,Humboldt Park,125010425.593
41.911373499999996,-87.7349296,Humboldt Park,125010425.593
41.7492222,-87.7166761,Ashburn,135460337.208
41.749547899999996,-87.72397020000001,Ashburn,135460337.208
41.7477037,-87.71943459999999,Ashburn,135460337.208
41.797468,-87.72320340000002,West Elsdon,32711091.4259
41.74876810000001,-87.7218683,Ashburn,135460337.208
41.79102,-87.69005899999999,Gage Park,61284896.1132
41.7901224,-87.6898243,Gage Park,61284896.1132
41.790007,-87.68845390000001,Gage Park,61284896.1132
41.786502399999996,-87.68850309999999,Gage Park,61284896.1132
41.791756,-87.692166,Gage Park,61284896.1132
41.778425,-87.72004100000001,West Lawn,82315301.6831
41.790345,-87.782075,Garfield Ridge,117890778.429
41.780249,-87.72053299999999,West Lawn,82315301.6831
41.7779441,-87.71781290000001,West Lawn,82315301.6831
41.791127,-87.723827,West Elsdon,32711091.4259
41.800521999999994,-87.72355859999999,Archer Heights,55922505.7212
41.7991789,-87.7240775,West Elsdon,32711091.4259
41.7931801,-87.7239624,West Elsdon,32711091.4259
41.79320870000001,-87.7234612,West Elsdon,32711091.4259
41.788511,-87.78200799999999,Garfield Ridge,117890778.429
41.7928423,-87.78060570000001,Garfield Ridge,117890778.429
41.790715999999996,-87.77928790000001,Garfield Ridge,117890778.429
41.791247,-87.72520899999999,West Elsdon,32711091.4259
41.792035,-87.68390529999999,Gage Park,61284896.1132
41.74970510000001,-87.7140964,Ashburn,135460337.208
41.804156799999994,-87.720749,Archer Heights,55922505.7212
41.9389143,-87.7614118,Portage Park,110196097.139
41.931650399999995,-87.736815,Hermosa,32602059.4055
41.89602670000001,-87.669703,West Town,58507728.4211
41.904829,-87.6863527,Wicker Park,26853193.0926
41.904981,-87.686198,Wicker Park,26853193.0926
41.9117123,-87.7276209,Humboldt Park,125010425.593
41.852902,-87.670772,Lower West Side,81550723.8231
41.930474600000004,-87.78560999999999,Belmont Cragin,109099407.211
41.901205700000006,-87.6870962,Ukrainian Village,10622385.5776
41.8498727,-87.7096665,Little Village,127998297.819
41.8609377,-87.70550859999999,North Lawndale,89487422.0244
41.8005617,-87.72191540000001,West Elsdon,32711091.4259
41.7794951,-87.71785159999999,West Lawn,82315301.6831
41.9132927,-87.73373509999999,Humboldt Park,125010425.593
41.83176339999999,-87.6266397,Douglas,46004621.137
41.83176339999999,-87.6266397,Douglas,46004621.137
41.8639145,-87.61425440000001,Museum Campus,15517071.1631
41.8639145,-87.61425440000001,Museum Campus,15517071.1631
41.86387,-87.61428240000001,Museum Campus,15517071.1631
41.8619227,-87.6146667,Museum Campus,15517071.1631
41.8626722,-87.6149662,Museum Campus,15517071.1631
41.7081593,-87.54192490000001,East Side,83241728.0493
41.675528899999996,-87.55132840000002,South Deering,303797059.66
41.874722799999994,-87.7181712,Garfield Park,89976069.5947
41.874722799999994,-87.7181712,Garfield Park,89976069.5947
41.7068394,-87.650142,Washington Heights,79635752.8769
41.705408,-87.653389,Washington Heights,79635752.8769
41.6924232,-87.63516120000001,Roseland,134313706.73
41.757354600000006,-87.58000859999999,South Shore,81812716.3904
41.7562144,-87.57972779999999,South Shore,81812716.3904
41.756925,-87.57767,South Shore,81812716.3904
41.75687,-87.580114,South Shore,81812716.3904
41.7577948,-87.5761229,South Shore,81812716.3904
41.758849600000005,-87.5761379,South Shore,81812716.3904
41.6923927,-87.6375589,Roseland,134313706.73
41.7074388,-87.6065333,Roseland,134313706.73
41.9277237,-87.7367046,Hermosa,32602059.4055
41.801358,-87.6880709,Gage Park,61284896.1132
41.790133000000004,-87.615049,Washington Park,42373881.4842
41.809361100000004,-87.61687509999999,Grand Boulevard,48492503.1554
41.7983358,-87.613949,Washington Park,42373881.4842
41.7681441,-87.6826141,Chicago Lawn,98279465.1151
41.790467,-87.647746,Englewood,173600015.009
41.851288000000004,-87.7334309,North Lawndale,89487422.0244
41.9113154,-87.75817190000001,Austin,170037750.826
41.8662349,-87.717848,North Lawndale,89487422.0244
41.7515036,-87.58168590000001,South Chicago,93272185.0092
41.9095429,-87.7568841,Austin,170037750.826
41.8930033,-87.7567652,Austin,170037750.826
41.917487,-87.72189499999999,Logan Square,71256806.5518
41.6852242,-87.6289093,West Pullman,99365198.0822
41.677969399999995,-87.62513349999999,West Pullman,99365198.0822
41.942348700000004,-87.75681800000001,Portage Park,110196097.139
41.826158,-87.604055,Oakland,16913961.0408
41.885709999999996,-87.701482,Garfield Park,89976069.5947
41.75606629999999,-87.64421490000001,Auburn Gresham,105065353.602
41.7652248,-87.6371244,Englewood,173600015.009
41.7353453,-87.6442936,Auburn Gresham,105065353.602
41.911691600000005,-87.7288194,Humboldt Park,125010425.593
41.7302994,-87.5498572,South Chicago,93272185.0092
41.7372244,-87.56232299999999,South Chicago,93272185.0092
41.738943,-87.560819,South Chicago,93272185.0092
41.7511963,-87.6039926,Chatham,82320670.3112
42.0194605,-87.6694992,Rogers Park,51259902.4506
41.899209899999995,-87.731263,Humboldt Park,125010425.593
41.931749200000006,-87.67885679999999,Lincoln Park,67401451.3717
41.7731946,-87.6104101,Woodlawn,40515739.083
41.777133,-87.688813,Chicago Lawn,98279465.1151
41.75146470000001,-87.60277629999999,Grand Crossing,98853167.7093
41.821005,-87.685701,Brighton Park,75892790.3114
41.90095,-87.63787940000002,River North,38766442.5194
41.8082604,-87.6848395,Brighton Park,75892790.3114
41.721678000000004,-87.6222322,Roseland,134313706.73
41.692088,-87.642776,Morgan Park,91877340.6988
41.893845,-87.710504,Humboldt Park,125010425.593
41.726302200000006,-87.55809350000001,Calumet Heights,48826241.5643
41.7943775,-87.62082109999999,Washington Park,42373881.4842
41.7053311,-87.62349590000001,Roseland,134313706.73
41.852331,-87.709784,Little Village,127998297.819
41.85750039999999,-87.6526296,Lower West Side,81550723.8231
41.9018347,-87.7533181,Austin,170037750.826
41.9969902,-87.8067816,Norwood Park,121959105.47
41.9468375,-87.6883555,North Center,57054167.85
41.823013,-87.615635,Grand Boulevard,48492503.1554
41.823755600000005,-87.6215995,Grand Boulevard,48492503.1554
41.825468,-87.6207699,Douglas,46004621.137
41.9665065,-87.7182066,Albany Park,53542230.819
41.9757351,-87.71358029999999,North Park,70288706.4343
41.9462954,-87.7393699,Irving Park,89611382.3106
41.9545493,-87.6694615,Lake View,76561177.2562
41.911677000000005,-87.749099,Austin,170037750.826
42.019659000000004,-87.6733,Rogers Park,51259902.4506
41.7930142,-87.7123734,Gage Park,61284896.1132
41.7440985,-87.6359585,Auburn Gresham,105065353.602
41.743356799999994,-87.64179820000001,Auburn Gresham,105065353.602
41.7511909,-87.644026,Auburn Gresham,105065353.602
41.7685422,-87.66378979999999,Englewood,173600015.009
41.74320170000001,-87.6407845,Auburn Gresham,105065353.602
41.8803889,-87.7563307,Austin,170037750.826
41.8820679,-87.757361,Austin,170037750.826
41.752913899999996,-87.6150191,Grand Crossing,98853167.7093
41.743232899999995,-87.644238,Auburn Gresham,105065353.602
41.8803469,-87.75871219999999,Austin,170037750.826
41.7511097,-87.6137305,Chatham,82320670.3112
41.968216999999996,-87.7196501,Albany Park,53542230.819
41.997828999999996,-87.69986999999999,West Ridge,98429094.8621
41.7510975,-87.6149472,Chatham,82320670.3112
41.881647799999996,-87.7544082,Austin,170037750.826
41.9975576,-87.70086579999999,West Ridge,98429094.8621
41.995777200000006,-87.69958359999998,West Ridge,98429094.8621
41.8803961,-87.7550599,Austin,170037750.826
41.752860999999996,-87.61218000000001,Grand Crossing,98853167.7093
41.7511568,-87.61277609999999,Grand Crossing,98853167.7093
41.8388099,-87.6852521,Lower West Side,81550723.8231
41.925641999999996,-87.655034,Sheffield & DePaul,10482592.2987
41.858132299999994,-87.6466215,Lower West Side,81550723.8231
41.9098021,-87.65310749999999,River North,38766442.5194
41.809526,-87.6064921,Kenwood,29071741.9283
41.782139,-87.72494300000001,West Lawn,82315301.6831
41.8777315,-87.6615045,West Loop,52945063.8967
41.882441,-87.7627849,Austin,170037750.826
41.735352,-87.55512,South Chicago,93272185.0092
41.6940208,-87.6546088,Morgan Park,91877340.6988
41.7461245,-87.6426676,Auburn Gresham,105065353.602
41.681951299999994,-87.67062209999999,Morgan Park,91877340.6988
41.9683018,-87.7230243,Albany Park,53542230.819
41.9685592,-87.6975191,Lincoln Square,71352328.2399
41.695589,-87.654389,Morgan Park,91877340.6988
41.752842,-87.61339699999999,Grand Crossing,98853167.7093
41.9957907,-87.6983594,West Ridge,98429094.8621
41.906489799999996,-87.6387452,Old Town,19847998.9611
41.9683468,-87.7180838,Albany Park,53542230.819
41.740853,-87.554776,South Chicago,93272185.0092
41.888929600000004,-87.7504574,Austin,170037750.826
41.9682565,-87.72802490000001,Albany Park,53542230.819
41.6815781,-87.67083690000001,Morgan Park,91877340.6988
41.8822919,-87.75991390000002,Austin,170037750.826
41.974173,-87.7232934,Albany Park,53542230.819
41.849416299999994,-87.6806673,Lower West Side,81550723.8231
41.853362,-87.67603100000001,Lower West Side,81550723.8231
41.7648002,-87.6735378,Englewood,173600015.009
41.7684287,-87.67363929999999,Englewood,173600015.009
41.761194399999994,-87.6686064,Englewood,173600015.009
41.752221999999996,-87.651706,Auburn Gresham,105065353.602
